threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0424 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 15:40:08.82",">>418
そろそろ人間オンチとか人生オンチの域に入ってきた気もする",,>>418,,ID:Nl+kHYtf,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0425 えー(??ω?｀) ◆ey3TwNC3T6TH 2025/11/22(土) 15:53:10.39",小西→ウンチ,,,,ID:O74pK9OX(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0426 警備員[Lv.0][新芽] 2025/11/22(土) 16:01:52.66",">>39
きちがいさん",,>>39,,ID:8b3bS00B,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0427 化け猫 ◆BakeNekob6 2025/11/22(土) 16:13:51.95",">>406
(=^?^=)　それも支援者の店でなぁ???",,>>406,,ID:ErC9sXIU(9/15),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0428 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 16:21:02.27","まぁ個人的に人間として一番のクズと思ってる


チョンのほうが少しマシ",,,,ID:CHRcNyLV(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0429 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 16:36:11.14",この言い方はヘイトスピーチにあたります,,,,ID:sDeV77+q,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0430 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 16:44:10.54",歌うのが苦手な人が傷つく差別用語を平気で使う,,,,ID:JL20dF0I,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0431 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 16:49:39.65",騒いでる人々選挙には行かなかったのかね,,,,ID:e9q5SJ/+,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0432 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 17:03:17.48",外交オンチは日本共産党の山添拓だろwwwwwwww,,,,ID:qi/0L7GH,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0433 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 17:19:42.64","oi
ついに国民が悪いって言いだしたぞｗ

そもそもおまエラ立糞民主党が政権盗ってた時に大規模な反日デモ起こされてただろｗ
そのレベルにはまだ到達してないよ？",,,,ID:bRRKW7l6,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0434 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 17:33:03.51","以前の内閣が安保?外交で波風を立てないような
事なかれ主義、悪く言えば消極的で弱腰だったのであって
国民のためなら積極的に出ると言っただけで
オンチという指摘は的外れ",,,,ID:4OrSibt0,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0435 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 17:41:27.21","山添拓すごかったな
あれでまだ40歳か",,,,ID:QA7c/FuA,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0436 化け猫 ◆BakeNekob6 2025/11/22(土) 17:43:19.29","(=^?^=)　共産党の山添拓、進次郎に常識を諭される
https://www.facebook.../share/r/1BUtY8PbCY/",https://www.facebook.com/share/r/1BUtY8PbCY/,https://www.facebook.../share/r/1BUtY8PbCY/,,ID:ErC9sXIU(10/15),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0437 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 18:52:59.95",橋下の2000分の1しか反応無し。情けないね,,,,ID:GlLblNki,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0438 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 19:20:37.26",アホすぎて支那からもお金もらえてないだろコイツ　ちょうだいアピールだと思う,,,,ID:NFMZee8k,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0439 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 19:21:48.35",">>435
40歳の若さであそこまでキチガイとか気の毒だなと思いながら国会見てたわｗｗｗ",,>>435,,ID:5UyP4mSy(26/30),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0440 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 19:55:11.11","小西は恐ろしいほどの現実オンチぶりだなw
目瞑って生きてんの？",,,,ID:KeHtwYg9,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0441 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:06:27.57","典型的な高学歴の馬鹿なんだよね

こういう人が上司だったら本当に地獄",,,,ID:0Jr2hKSo,2,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0442 警備員[Lv.0][新芽] 2025/11/22(土) 20:15:08.91","ひろゆきに端的に話す能力ないの？って言われた男
コイツ無駄に話長いからな",,,,ID:oEM8+3VC,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0443 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:18:12.40",">>436
進次郎に言われるようじゃもう人として終わりやのう",,>>436,,ID:to0Z/mE6(4/4),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0444 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:23:51.53",">>441
お前が部下だと本当に地獄だと思うわw",,>>441,,ID:16TGXNFV,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0445 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:25:19.96","台湾有事の趣味レーションでアメリカが中国に負けるケースって
米軍の出動が遅れた時と日本と連携しなかった時だってな
中国は自衛隊が出てきたら永久に台湾盗れないから
どうしても高市の発言を取り消させたがってるｗ",,,,ID:olOkBIJV,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0446 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:37:08.39","習の戦争をもし止めることができたのなら、高市は英雄だ、英雄の一言だ。
中国の今回の対応みると、２０２６年、台湾戦争だったように思える。
習が勘違いするな、思い止まらせることに成功したのなら、それは平和への貢献でしかない。",,,,ID:l4OoYz2W,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0447 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:55:02.16",">>441
いわゆるペーパーテストしかできないやつの典型だよなあ",,>>441,,ID:KQfxhQZ6(3/4),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0448 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 20:58:23.32",でも立憲は「焼肉屋でウンチ」を謝罪したの？,,,,ID:JJ9JdVZT,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0449 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 21:04:39.68","山添すげえ、軍事機密を公開せよと要求する政治家って…
なんでコレが当選するの？",,,,ID:yuajKHLi(16/16),2,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0450 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 21:04:51.70",ホント気持ち悪い男,,,,ID:Cs9Vhoe9,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0451 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 21:14:47.61",">>449
一般人は国会議員になろうなんて思わんほど忙しいからなあ
となると国会議員、さらに言えば野党議員になろうとするやつなんて
活動家やってる暇人しかいないという",,>>449,,ID:KQfxhQZ6(4/4),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0452 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 21:21:08.85",">>449
国会質問であからさまに軍事機密を公開せよなんて迫る奴なんてスパイとしても三流以下でしょ",,>>449,,ID:9O5H6pdQ(2/2),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0453 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 22:13:02.90","ネトウヨの愛するサナエが
ブサヨ議員にボロクソに貶されて
ネトウヨ怒りのX連投ｗｗｗ",,,,ID:wojoDgId,2,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0454 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 22:43:24.46",">>453
シナって小西みたいな無能キチガイぐらいしかもう味方おらんのか？
知的障害児の犯罪者嫌儲は小西なんてゴミ持ち上げたいん？",,>>453,,ID:uJuQrha+,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0455 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 22:45:22.76",">>453
1月解散総選挙で立憲がどれだけ議席数減らすか楽しみだなｗ",,>>453,,ID:5UyP4mSy(27/30),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0456 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 22:50:14.83",立憲共産れいわあたりは障害者しか支持してない,,,,ID:4tZFvSI0,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0457 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 22:52:47.79",千葉の恥,,,,ID:lETgkA8u,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0458 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:01:48.66","高市叩いて馬鹿釣りまくるの楽しそうw
結果出たとき晒し上げ作業手伝おうっと",,,,ID:Rbx+JPAf,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0459 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:15:17.50",">>458
お前が晒されるだけだよｗ",,>>458,,ID:5UyP4mSy(28/30),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0460 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:18:40.00","連立から公明党外せたのは大きかったな
伸び伸びしてる",,,,ID:BXZLhSJg,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0461 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:22:36.66",">>1
立憲共産党にとっては都合が悪いもんな",,>>1,,ID:krHEkU3O,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0462 化け猫 ◆BakeNekob6 2025/11/22(土) 23:22:39.42",">>443
(=^?^=)
https://funakamome.com/i/gfvIzH1.jpg",https://funakamome.com/i/gfvIzH1.jpg,https://funakamome.com/i/gfvIzH1.jpg,,ID:ErC9sXIU(11/15),,>>443,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0463 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:24:37.61",">>460
スパイ防止法制定も早まるらしいぞ！公明党が居ないおかげだな！",,>>460,,ID:5UyP4mSy(29/30),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0464 化け猫 ◆BakeNekob6 2025/11/22(土) 23:28:59.65",">>445
(=^?^=)　佐藤大輔「遥かなる星」シリーズ
キューバ危機でソ連の核兵器飽和攻撃に
ケネディ大統領の対応が遅れた世界線からの架空戦記
日本を主役に据える為の架空戦争でも
やはりこの設定から始まってる
(なお、古い本なので中韓は出て来ないまま作者死去)",,>>445,,ID:ErC9sXIU(12/15),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0465 化け猫 ◆BakeNekob6 2025/11/22(土) 23:30:30.48",">>452
(=^?^=)　間違いなく、本人にその自覚なんて無い。",,>>452,,ID:ErC9sXIU(13/15),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0466 化け猫 ◆BakeNekob6 2025/11/22(土) 23:32:07.69",">>451
弁護士?参議院?東京選挙区
(=^?^=)　役満？",,>>451,,ID:ErC9sXIU(14/15),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0467 化け猫 ◆BakeNekob6 2025/11/22(土) 23:34:03.73",">>455
(=^?^=)　うちの選挙区なぁ???
自民党でも維新でも良いから
勝てる落下傘候補を寄越せください",,>>455,,ID:ErC9sXIU(15/15),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0468 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/22(土) 23:42:15.59",">>467
それが問題だなぁ。うちのところも同じようなもんだ。",,>>467,,ID:5UyP4mSy(30/30),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0469 警備員[Lv.29][苗] 2025/11/23(日) 00:20:14.55","天ぷら落として金請求されて
不満タラタラのおっさんが何を言ってるんだか",,,,ID:iNi2y+ZR,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0470 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 00:39:27.53","小西って的外れなコメントしてホリエモンに論破されてたヘタレやろ？

何言うてんねん！",,,,ID:iqKF+q7m,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0471 ■無くそう、テレビ番組の無用?過剰なウザイ常時表示■ 2025/11/23(日) 00:45:09.98","中国の顔色を見ることが外交だと思ってるのか。
　中国の軍拡を知らないのか。",,,,ID:BNCWHTvW,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0472 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 00:54:17.21",じゃあお前がシナや露助に今まででやってきた軍事力による領土拡張を白紙に戻せって言ってこいや,,,,ID:5ONLLf+N(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0473 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 01:19:04.71",次の選挙で消滅したらいいのに,,,,ID:JvmoD62K,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0474 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 02:42:07.37","おまいう
ままいう
いいいう
うううう",,,,ID:bVyCvwSC,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0475 店内脱糞党 2025/11/23(日) 02:49:42.48",">>416
失礼な??の集まりだぞ",,>>416,,ID:etDqnjOp,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0476 アナリスト 2025/11/23(日) 03:11:34.69","事実が言って悪いのかよ
ネトウヨが島国根性は吐き気がする",,,,ID:pT1tPMen,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0477 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 04:32:17.33","ウイグルの人民　チベットの人民　内モンゴルの人民
そろそろ独立の頃合いですよ
中獄なんかやっちゃえ",,,,ID:lScCNxlM(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0478 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 04:33:50.46",そして立民は支那畜の手先,,,,ID:v/RQEBww,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0479 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 04:36:10.20","中国って国の程度の低さがどんどん露呈してきて、今回の件を利用して高市さん叩きしてたチョンとチョンと一体化している売国左翼が無様に焦ってて草

圧倒的多数派の愛国勢力はチョンとチョンと一体化している売国左翼を壮絶な拷問にかけながら皆殺しにしていくつもりで動いてるのに、
負け犬少数派のチョンとチョンと一体化している売国左翼は無様に脱糞しながら「ネトウヨがー」とかそんな事しか言えないんだから笑っちゃうよねw

政治は数＝力
負け犬少数派の上に反日外国勢力の手先のチョンとチョンと一体化している売国左翼が粋がるな！

ネットが発達する前はオールドメディアが情報を独占していたから、チョンとチョンと一体化している売国左翼が好き勝手にできていたんだよ

スパイ防止法と国家情報局は日本の敵のチョンとチョンと一体化している売国左翼を叩き潰すための法案だからね
たっぷりとクソぶちまけて壮絶な拷問にかけられて死んでいきなよ負け犬の在日チョンはw


【チョウ?クンス氏】TBS報道特集の編集長。記者?ディレクター／ネット「TBSに雇用されている外国人及び帰化人の国籍別人数の公開を求めます。」
https://japannewsnavi.com/181064-2/
↑
日本の報道のチョン汚染がひどすぎる！

在日チョンは日本人じゃないんだから、在日チョンの政治的な活動を許しちゃ駄目だろ
もうそれ、日本の報道は外国勢力の日本へのテロ行為と一体化しちゃってるって事じゃん
こいつらは韓国名だからまだ特定しやすいけど通名で侵食されちゃったら、もう特定不可能なんだからチョンが世論誘導し放題
そういう通名で侵食してるチョンのほうが遥かに多い",https://japannewsnavi.com/181064-2/,https://japannewsnavi.com/181064-2/,,ID:DKdyXyd7,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0480 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 04:36:59.86",立憲のキチガイはしね,,,,ID:OdEpkZYq,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0481 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 05:58:19.55",">>476
お前よくそれでコテハン付ける気になるな？ｗ",,>>476,,ID:mwy8Car/,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0482 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 06:10:29.35",">>479
帰化しちゃったら戸籍確認しないと分からんな
でも中韓の奴らはたとえ国籍変えても、元の国への忠誠維持した不穏分子で潜在的工作員",,>>479,,ID:S+VPs4g9,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0483 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 06:14:10.71",要するに、とか言うやつって自分できちんと説明できないから省略する時に使う人が多い,,,,ID:fWU7i8xU(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0484 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 06:51:25.23",">>482
その戸籍制度を廃止しようと夫婦別姓を叫んでる輩がいますねぇ
帰化人はルーツが不明になったほうが活動しやすいもんね",,>>482,,ID:eyj1YHKU,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0485 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:11:57.40",旧民主党みたいに海保にブチかました中国武装漁船（便衣兵の疑いあり）を、数日で返す弱腰なのが上手い外交かな？,,,,ID:5ONLLf+N(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0486 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:17:47.10","イオン系は全部ボイコット

まいばすけっとにも一生行かない",,,,ID:JlR9gkS/,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0487 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:24:54.40","まあ、安全保障オンチ、外交オンチ、経済オンチはあってるんじゃないですか？
みなさんはそ?思ってないんですか？
さすがに思考停止のお花畑すぎません？",,,,ID:9yfGoYQz(1/2),1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0488 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:26:34.16",">>487
小西とか言う野党議員のことかな",,>>487,,ID:fWU7i8xU(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0489 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:28:49.10","なんで思考停止して早苗ちゃんあくろばてぃくしてるのかよくわからないなぁ
ひょっとして洗脳されてる？",,,,ID:9yfGoYQz(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0490 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 07:31:13.21",他人に洗脳されてるとか聞いてきて自分は洗脳されてないと思ってるやつが一番危険,,,,ID:mzZnAzlY,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0491 化け猫 ◆BakeNekob6 2025/11/23(日) 08:07:16.30","(=^?^=)　それにしても不思議
ここ最近、立憲民主党も共産党も
??議員が発言という話、そのほとんどが参院議員

本来なら年明けに予測されている解散総選挙に向けて
衆議院議員が発信するべきじゃなくて？",,,,ID:2EO9dULR,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0492 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 08:17:27.37",">>1
つまり


効いてる?
効いてる?",,>>1,,ID:PdNm2uWZ(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0493 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 08:18:46.71",">>21
お前、友達いないだろ?",,>>21,,ID:PdNm2uWZ(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0494 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 08:49:51.76","てめぇらが言うよう仕向けて何の意見だ！
「もった用心しなきゃ駄目じゃないか！」
と居直る説教強盗とまるで一緒
国難の責任は立憲",,,,ID:dk6ydsQ4(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0495 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 08:54:27.55","満点回答

衆議院予算委員会(11/7) 存立危機事態についての質疑 文字起こし
https://anond.hatelabo.jp/20251115081535

高市「あくまでも我が国を防衛するためのやむを得ない必要最小限度の自衛の措置としての武力の行使に限られていて、集団的自衛権の行使一般を認めるものではなく、他国を防衛すること自体を目的とする集団的自衛権の行使は認められないという政府の見解に変更はございません」

高市「その政府見解を踏襲いたしております」

高市「当時の長官が述べられた見解について変わりはございません」

高市「いかなる事態が存立危機事態に該当するかというのは、実際に発生した事態の個別具体的な状況に即して、全ての情報を総合して判断しなければならないと考えております」

高市「例えばその海上封鎖を解くために米軍が来援をすると、それを防ぐために何らかの他の武力行使が行われる。こういった事態も想定されることでございますので、その時に生じた事態、いかなる事態が生じたかということの情報を総合的に判断しなければならないと思っておりますわ」

高市「それが戦艦を使って、そして武力の行使も伴うものであれば、これはどう考えても存立危機事態になりうるケースであると私は考えます。実際に発生した事態の個別具体的な状況に応じて、政府が全ての情報を総合して判断するということでございます。武力攻撃が発生したら、これは存立危機事態に当たる可能性が高いというものでございます」",https://anond.hatelabo.jp/20251115081535,https://anond.hatelabo.jp/20251115081535,,ID:6N4zLu9F,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0496 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 09:02:53.23",">>1
悪辣なテロ国家北朝鮮や
悪辣な侵略国家中共ヤクザのチンピラスパイしかいない立憲って
ほんとバカしかいないのな",,>>1,,ID:aEQyEb9f,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0497 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 09:22:53.14",ウイグルチベット批判すらできないスパイ以下のカス,,,,ID:tdQcfFF4,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0498 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 09:44:18.90","なら岡田に続いて、お前も高市に突っ込みまくって
センスの無さ戸山を晒してやれば良かろうよｗ

どうせお前は怖くて出来ないだろうがなｗｗｗ",,,,ID:cCVrzP8N,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0499 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 09:45:31.41",千葉県民さん…,,,,ID:xMp2cCIx,1,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#
"垢版
|
0500 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 09:58:58.44",小西さん、世界で高市と日本支持が増えていますが、それは日本のためにならないとお考えですか？,,,,ID:7f9qRdaW,,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0501 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 10:02:29.69",">>1
小西洋之は習近平皇帝にケツ穴キメて頂きたくて仕方ないんだよ。ケツ穴の喜びを賜りたいんだ。",,>>1,,ID:VrJcfXHt(1/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
"垢版
|
0502 <丶｀??>（??ω?｀）（｀ハ?　 ）さん 2025/11/23(日) 10:04:37.86",">>499
参院千葉は改選3議席。
まともな人間が与党候補２人を当選させても、残りの1議席でおかしな奴が当選してしまう",,>>499,,ID:VrJcfXHt(2/2),,,https://itest.5ch.net/lavender/test/read.cgi/news4plus/1763767873#,
