threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),threadview_response_body_link (3),js-ng-setting href,js-response href
"垢版
|
0563 名無しどんぶらこ 2025/11/27(木) 23:57:04.74","これでも小野田に比べたら何倍もマシ
あっちは顔と態度に出すぎ",,,,ID:JzS9ThB70(5/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0564 名無しどんぶらこ 2025/11/27(木) 23:57:05.37",こんな感じで外国相手にもやらかし続けるぞ。とにかく言葉が軽すぎ,,,,ID:JxQJeqkW0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0565 名無しどんぶらこ 2025/11/27(木) 23:57:54.46",こんな田舎のヤンキーみたいなのよく自民党総裁になれたな　　日本人は馬鹿が多い証明,,,,ID:PcA7VKFh0(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0566 名無しどんぶらこ 2025/11/27(木) 23:58:45.29","釈明になってなくね？
結局話題そらしたかったって白状してんじゃん",,,,ID:grcGPZ7O0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0567 名無しどんぶらこ 2025/11/27(木) 23:59:19.79",">>548
国会見てる人は見てる人で立民が相手にする価値もないただのゴミなのは分かるし
叩いてるのは叩き目的で都合のいい切り取り記事を見てるやつばかり",,>>548,,ID:lgMyv5vh0(11/11),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0568 名無しどんぶらこ 2025/11/27(木) 23:59:23.51","揚げ足取りして邪魔するしか出来ないんだろうな
支持率高いから",,,,ID:hqOTSRRI0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0569 名無しどんぶらこ 2025/11/27(木) 23:59:35.35",そんなことよりも、で正しいだろw,,,,ID:Wz6acmXk0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0570 名無しどんぶらこ 2025/11/27(木) 23:59:49.16",まあ総理になってからの言動を見たら高市さんは駄目だと三下り半を突き付けた安倍は正しかった,,,,ID:aPG38clh0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0571 名無しどんぶらこ 2025/11/28(金) 00:00:34.62",ヘタクソか,,,,ID:n9/1G3Uy0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0572 名無しどんぶらこ 2025/11/28(金) 00:01:33.20",">>567
それじゃ国会見る意味なくね？",,>>567,,ID:ZHIfd8DP0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0573 名無しどんぶらこ 2025/11/28(金) 00:02:00.18",">>521
サジェスト汚染は酷いよな
昼めし時とかとくにひるおびのせいで創価スパイ自民広報のクソジジイのネタと普通にすき家のスシローの話とがXで混ざってる",,>>521,,ID:PgyUPNzr0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0574 名無しどんぶらこ 2025/11/28(金) 00:02:29.06","まあ国民の大半は情報がまだ出てないから様子見なんだと思うよ
とりあえず御祝儀相場高支持率になったのは
・女性初の総理　・トランプとの仲は良好　・株価が高騰　・ガソリン安となった
これが理由だろう。でも株価は急落してるから次回は確実に支持率下がると思う。
米価もかつてない高騰を続けてるし。",,,,ID:peVX2QWl0(1/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0575 名無しどんぶらこ 2025/11/28(金) 00:03:59.59","木原稔さんずっと総理の火消し担当しかしてなくて草
鳩山由紀夫に振り回された
平野博文官房長官の気持ちがよく分かったろう",,,,ID:hJWWXYoq0(1/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0576 名無しどんぶらこ 2025/11/28(金) 00:05:27.18","本人が言うならまだわかるけど
なんだそりゃ",,,,ID:Ii3SuC5j0(1/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0577 名無しどんぶらこ 2025/11/28(金) 00:05:28.26",">>574
原油価格が4年半ぶりの安値にしては
円安効果で打ち消しになって
そこまで値下げに繋がってないのほんとひで",,>>574,,ID:hJWWXYoq0(2/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0578 名無しどんぶらこ 2025/11/28(金) 00:05:39.16","党内議員がネットで信者から猛攻撃されるのを恐れて物申せなくなってるらしい
ある意味恐怖政治になってる",,,,ID:kT9jabvq0(1/3),2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0579 名無しどんぶらこ 2025/11/28(金) 00:05:47.00","そんなことより
本人が釈明しろよ",,,,ID:Ii3SuC5j0(2/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0580 名無しどんぶらこ 2025/11/28(金) 00:07:32.68",">>578
時々しか見てないけどテレビなんかもかなり批判は控えてる印象だわ",,>>578,,ID:ZHIfd8DP0(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0581 名無しどんぶらこ 2025/11/28(金) 00:07:49.88","そんなことよりいっしょにぴょんぴょんしましょう
でもよかったんじゃないかな",,,,ID:IpnCasia0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0582 名無しどんぶらこ 2025/11/28(金) 00:09:07.48","野田と高市のどっちが総理かわからない酷い答弁
こういうのが続くとさすがに大丈夫か？？ってなってくる",,,,ID:AYFKiqzp0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0583 名無しどんぶらこ 2025/11/28(金) 00:09:41.00","世界初！女性独裁者！
いいね",,,,ID:0EBbTuE60,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0584 名無しどんぶらこ 2025/11/28(金) 00:10:00.08",">>578
ネット内では無敵の人々だからな
何を言っても通じないから誰でも相手にしたくないだろう",,>>578,,ID:tB+rIgJd0(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0585 名無しどんぶらこ 2025/11/28(金) 00:10:10.41",">>582
野田佳彦あれでも相当手加減してる方だしな",,>>582,,ID:hJWWXYoq0(3/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0586 名無しどんぶらこ 2025/11/28(金) 00:10:20.52","急いで話題を転換するのもおかしいだろ
聞かれたことに答えてないし",,,,ID:Ii3SuC5j0(3/9),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0587 名無しどんぶらこ 2025/11/28(金) 00:10:29.01","こんな失言の多い人に外交やらせて大丈夫なの？
通訳が上手いこと翻訳してくれればいいけど",,,,ID:IYuwa4UK0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0588 名無しどんぶらこ 2025/11/28(金) 00:10:54.87","とりあえず物価対策だけは真面目にやった方がいいと思うよ
そこだけちゃんとやれば国民の大半は評価するから。今のままだと確実に
支持率は激減する。",,,,ID:peVX2QWl0(2/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0589 名無しどんぶらこ 2025/11/28(金) 00:11:46.27",へぇ、裏金はそんなことなんだ（へー）,,,,ID:Ifom3Pc40,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0590 名無しどんぶらこ 2025/11/28(金) 00:12:02.51",">>587
現在進行系で大丈夫じゃないだろ😂",,>>587,,ID:QhvqGA6s0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0591 名無しどんぶらこ 2025/11/28(金) 00:13:03.94",">>587
米国連邦何ちゃらにお勤めしてから英語はペラペラだって保守の人が言ってたから通訳いなくてもへーきへーきw",,>>587,,ID:cRoYL2Da0(1/2),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0592 名無しどんぶらこ 2025/11/28(金) 00:13:50.99",">>588
無理です、毎年インフレ税を受け入れてください
国民に知らず知らずの間にインフレ税を負担させ、GDP比の国債発行残高を減らすことが目標だと
腹を括れとメッセージが通達されたでしょう",,>>588,,ID:hJWWXYoq0(4/5),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0593 名無しどんぶらこ 2025/11/28(金) 00:15:32.16",これが全体の2割程かと思うと凄い頑張ってるな,,,,ID:+Me6ru0o0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0594 名無しどんぶらこ 2025/11/28(金) 00:15:55.74",">>591

っていうかさあ、それ本当なのかねえ？ｗ

でもさ、確か総裁選ではさあ、なんか候補者そろってのイベントかなんかで、英語で答えてください、という質問に
高市早苗は自分で「わたしは英語ができないので…」って、なんかスローガンみたいな2語くらいで答えてたよなあ？ｗ

……もしかして、それも職歴詐称なんじゃ……？",,>>591,,ID:OiMxgRxz0(1/20),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0595 名無しどんぶらこ 2025/11/28(金) 00:16:01.30",今の自民で増税出来る人材は高市しかいないだろうな,,,,ID:3dZ/cFfb0,2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0596 名無しどんぶらこ 2025/11/28(金) 00:17:05.67",">>595
いや、そんなのどんなバカでも出来ると思うが？ｗｗｗ

それとも面の皮の厚さの話かなんかなの？ｗ",,>>595,,ID:OiMxgRxz0(2/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0597 名無しどんぶらこ 2025/11/28(金) 00:17:05.88",次に進次郎が首相になったら日本はお笑い大国を目指すしかなくなる,,,,ID:tB+rIgJd0(2/3),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0598 名無しどんぶらこ 2025/11/28(金) 00:17:18.54","野田は松下政経塾の後輩だからか全然鋭さが無かったから高市も気が緩んでそんな事よりもなどと口を滑らせたんだろ
山本太郎に1時間ほど与えてみろ
高市が顔を歪ませて何も言えなくなるだろうから",,,,ID:KpyyaK5z0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0599 名無しどんぶらこ 2025/11/28(金) 00:17:23.56",それよりも基地害虫パヨ駆除しようぜ,,,,ID:YaKyeJr50,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0600 名無しどんぶらこ 2025/11/28(金) 00:17:38.45",">>580
「支持率を下げてやる」騒動から変わったような気がする
昔統一教会問題の報道に信者がクレーム攻撃してから安倍事件まで報道が止まった。攻撃最後に起こった朝日の記者殺害の新聞記事に流れが書いててその記事のスクショをXで見た
それが成功体験になってるのでは。という話だった",,>>580,,ID:kT9jabvq0(2/3),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0601 名無しどんぶらこ 2025/11/28(金) 00:19:01.34",なんで急ぐ必要があったの,,,,ID:EKnJm2e80,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0602 名無しどんぶらこ 2025/11/28(金) 00:19:27.50",">>600
いや、それを言うなら、大陸8割発言のところで変わった、というか化けの皮が剥がれたというかｗ
もっと言うなら、総務省怪文書事件でも、結局お咎めなしだもんねｗこれなんかも「成功体験」じゃないのかなｗ",,>>600,,ID:OiMxgRxz0(3/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0603 名無しどんぶらこ 2025/11/28(金) 00:20:03.59","いずれやります、そんなことより、
それでもダメならナショナリズムですよ！",,,,ID:RUMN++9W0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0604 名無しどんぶらこ 2025/11/28(金) 00:20:14.78","自民の不記載は裏金
野党の不記載はただのミス
これが政治と金問題",,,,ID:XSG8gCRX0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0605 名無しどんぶらこ 2025/11/28(金) 00:20:44.43",">>595
まあトラス高市の後に、誰がスナク役を引き受けるかでしょう考えるのは",,>>595,,ID:hJWWXYoq0(5/5),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0606 名無しどんぶらこ 2025/11/28(金) 00:21:14.60",">>597
いや、もう自民党と財務省がいるかぎり、日本は女衒立国を目指すしかないぞ？ｗ

そのうち立ちんぼ保護法案を提出するに違いないｗ",,>>597,,ID:OiMxgRxz0(4/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0607 名無しどんぶらこ 2025/11/28(金) 00:23:12.40",">>604
いや、だから、そもそも「政治とカネ問題」って言い方自体が、不当な「問題の一般化」であり、
まさに誤魔化しなんだよねｗ

どう見ても「自民党とカネ問題」だからな？ｗｗｗ",,>>604,,ID:OiMxgRxz0(5/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0608 名無しどんぶらこ 2025/11/28(金) 00:23:47.82","そんなことよりもって敵を作ったり信用されなくなったり友達減らす言葉
私生活でも家族以外はあんまり使わない
面倒な物事や相手を遠ざけたい時にわざと使ったりもする
ただ時と場面を相手を選ばないと喧嘩になる事もある",,,,ID:xIv7tfPp0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0609 名無しどんぶらこ 2025/11/28(金) 00:24:30.74","つか、岸田なんか「金がなくても政治ができるなんて綺麗事は言わない」とか開き直ってたもんなあ？ｗ

あれにも呆れちゃったよｗｗｗ

金で政治する、ってそれは民主主義に対する冒涜、挑戦ではないんでしょうかねえｗｗｗ",,,,ID:OiMxgRxz0(6/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0610 名無しどんぶらこ 2025/11/28(金) 00:25:10.67","SNSの野菜は洗脳済みだから
何言っても何しても高市が正義、反高市は悪党、中国の手先ということになってます",,,,ID:1SqQU/El0,1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
"垢版
|
0611 名無しどんぶらこ 2025/11/28(金) 00:27:12.55",">>610
まあ、SNSはとっくに死んだからな。

というか、なにしろマスクのツイッター買収で完全に死んだよｗ

まさか2ちゃんが最後まで残るネット上の言論の場ということになるとは、
さすがのおしゃかさまでも分かるめぇよｗｗｗ",,>>610,,ID:OiMxgRxz0(7/20),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0612 名無しどんぶらこ 2025/11/28(金) 00:27:48.15","馬鹿どもが騒ぎすぎでしょw
何か都合悪いの？",,,,ID:Ir/Zszby0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0613 名無しどんぶらこ 2025/11/28(金) 00:28:01.09",">>21
全く同じこと思ったけど
こんなのフォローできないからしょうがないよ",,>>21,,ID:3LPdvgfj0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0614 名無しどんぶらこ 2025/11/28(金) 00:28:42.69",失言しかしねえなこのババア,,,,ID:1KaOMJyP0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,
"垢版
|
0615 名無しどんぶらこ 2025/11/28(金) 00:28:42.98",">>594
実際はインターンスタッフ
当時職場で一緒だった人がモーニングショーにリモート出演してた
・女性の活躍の仕方に興味があって勉強してた
・英語はピーナッツバターの様なカジュアルな単語から取り組んでる感じ
という話だった
ジャーナリストの小西は「高市さんの英語の発音は何を言ってるか伝わらない」と言ってたけど、APECでスピーチしたのは「日本語でいきましょう」と言われたのを独断で押し切ってやってしまったらしい",,>>594,,ID:SLix0tOV0(1/4),1,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764247087#
